OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,GID,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_06,UTC_PCT_06,UTCAC0620,UTCPCT0620,UTC_AC_11,UTC_PCT_11,UTCAC1120,UTCPCT1120,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
5143,11,001,007203,1004,110010072031004,Block 1004,G5040,S,8567,0,+38.8770415,-077.0039541,2113,2.12,2.12,0.31,14.78,0.01,0.67,0.7,33.12,1.79,84.55,0.63,29.84,0,0,0.43,20.46,0.02,1.12,0,0,0,0,0.31,14.78,0.01,0.58,0.45,21.13,0.44,20.55,0,0,1.36,64.09,1.36,64.09,0,0,0,0,0,0,0.31,14.78,0.04,1.88679245,0.27,12.89320755,0.11,5.18867925,0.2,9.59132075,UTC_BlockPly_2020_2113,{7EBD2594-32BE-48A8-8F6F-5F9F451522B4},0,0
5144,11,001,007203,1003,110010072031003,Block 1003,G5040,S,5770,0,+38.8770057,-077.0032394,777,1.42,1.42,0.42,29.27,0.02,1.47,0.09,6.28,0.99,69.26,0.4,27.85,0,0,0.49,34.28,0.01,0.85,0,0,0,0,0.42,29.27,0,0.12,0.12,8.22,0.12,8.1,0.02,1.34,0.89,62.51,0.87,61.17,0,0,0,0,0.03,2.11267606,0.39,27.15732394,0,0,0.42,29.27,0.19,13.38028169,0.23,15.88971831,UTC_BlockPly_2020_777,{007751B8-DD32-4066-AB3D-714B173AE912},0,0
5145,11,001,007202,1000,110010072021000,Block 1000,G5040,S,15137,0,+38.8769843,-077.0051198,5662,3.74,3.74,0.14,3.62,0.01,0.26,1.71,45.85,3.59,96.12,0.95,25.49,0.03,0.71,0.63,16.73,0.27,7.33,0,0,0,0,0.14,3.62,0.01,0.26,0.66,17.7,0.65,17.45,0,0,2.94,78.68,2.94,78.68,0,0,0,0,0.43,11.4973262,-0.29,-7.8773262,0.34,9.09090909,-0.2,-5.47090909,0.06,1.60427807,0.08,2.01572193,UTC_BlockPly_2020_5662,{C08E6604-7A19-48A6-B381-D289EE8DEF28},0,0
5146,11,001,007203,2006,110010072032006,Block 2006,G5040,S,33598,0,+38.8770027,-076.9978521,920,8.3,8.3,0.48,5.83,0.57,6.81,1.84,22.14,7.25,87.36,2.02,24.33,1.49,17.97,0.71,8.57,1.19,14.35,0,0,0,0,0.48,5.83,0.39,4.66,2.38,28.63,1.99,23.96,0.18,2.13,5.44,65.54,5.26,63.41,0,0,0,0,1.16,13.97590361,-0.68,-8.14590361,0.37,4.45783133,0.11,1.37216867,0.55,6.62650602,-0.07,-0.79650602,UTC_BlockPly_2020_920,{4A9FDEAE-9881-4CA5-A409-14D34F659C7E},0,0
5147,11,001,007203,1002,110010072031002,Block 1002,G5040,S,9234,0,+38.8770040,-077.0024970,1358,2.28,2.28,0.03,1.27,0.01,0.29,0.49,21.41,2.25,98.44,0.64,28.05,0,0,0.16,7.18,0.95,41.8,0,0,0,0,0.03,1.27,0.01,0.26,0.17,7.47,0.16,7.21,0,0,2.08,91.27,2.08,91.27,0,0,0,0,0.16,7.01754386,-0.13,-5.74754386,0.28,12.28070175,-0.25,-11.01070175,0.27,11.84210526,-0.24,-10.57210526,UTC_BlockPly_2020_1358,{94B6D673-957C-4FB4-BBF0-C53C4A289A2A},0,0
5148,11,001,007202,1003,110010072021003,Block 1003,G5040,S,16949,0,+38.8770006,-077.0082929,4934,4.19,4.19,0.1,2.49,0.14,3.25,0.78,18.58,3.95,94.26,1.25,29.75,1.03,24.63,0.35,8.35,0.54,12.95,0,0,0,0,0.1,2.49,0.14,3.25,1.52,36.22,1.38,32.98,0,0,2.57,61.28,2.57,61.28,0,0,0,0,0.3,7.15990453,-0.2,-4.66990453,0.46,10.97852029,-0.36,-8.48852029,0.17,4.05727924,-0.07,-1.56727924,UTC_BlockPly_2020_4934,{0DB57742-092F-4FDA-BE5A-1268213DD7EB},0,0
5149,11,001,007202,1001,110010072021001,Block 1001,G5040,S,8288,0,+38.8770049,-077.0062852,2600,2.05,2.05,0.07,3.6,0,0.13,0.98,47.73,1.97,96.27,0.64,31.34,0,0,0.32,15.47,0.04,1.74,0,0,0,0,0.07,3.6,0,0.05,0.32,15.6,0.32,15.55,0,0,1.65,80.8,1.65,80.8,0,0,0,0,0.02,0.97560976,0.05,2.62439024,0.07,3.41463415,0,0.18536585,0.09,4.3902439,-0.02,-0.7902439,UTC_BlockPly_2020_2600,{006BDD19-CBD1-4807-A76D-8E4F602BF6CF},0,0
5150,11,001,007203,1001,110010072031001,Block 1001,G5040,S,14730,0,+38.8770041,-077.0013097,2470,3.64,3.64,0.24,6.67,0.2,5.58,1.49,40.88,3.19,87.75,1.02,28.11,0,0,0.4,10.96,0.28,7.8,0,0,0,0,0.24,6.67,0.2,5.41,0.6,16.54,0.41,11.13,0,0,2.8,76.79,2.8,76.79,0,0,0,0,0.6,16.48351648,-0.36,-9.81351648,0.19,5.21978022,0.05,1.45021978,0.1,2.74725275,0.14,3.92274725,UTC_BlockPly_2020_2470,{8A08DEE1-1456-45D6-AD81-702014C09226},0,0
5151,11,001,007202,1002,110010072021002,Block 1002,G5040,S,7654,0,+38.8770027,-077.0070778,1917,1.89,1.89,0.08,3.98,0.03,1.59,0.34,18.07,1.79,94.42,0.47,24.83,0.67,35.32,0.15,7.73,0.16,8.47,0,0,0,0,0.08,3.98,0.03,1.59,0.84,44.65,0.81,43.06,0,0,0.97,51.37,0.97,51.37,0,0,0,0,0.02,1.05820106,0.06,2.92179894,0.08,4.23280423,0,-0.25280423,0.06,3.17460317,0.02,0.80539683,UTC_BlockPly_2020_1917,{EA77CAD1-3A64-465E-A826-91A50CCFAB95},0,0
5152,11,001,007203,1000,110010072031000,Block 1000,G5040,S,10670,0,+38.8770026,-077.0000501,5892,2.64,2.64,0.36,13.5,0.17,6.32,0.89,33.76,2.11,80.18,0.72,27.41,0,0,0.22,8.46,0.28,10.55,0,0,0,0,0.36,13.5,0.16,6.11,0.39,14.78,0.23,8.67,0,0,1.89,71.72,1.89,71.72,0,0,0,0,0.19,7.1969697,0.17,6.3030303,0.18,6.81818182,0.18,6.68181818,0.24,9.09090909,0.12,4.40909091,UTC_BlockPly_2020_5892,{A090758D-E46C-4AFF-93C3-D2E925694C38},0,0
5153,11,001,009901,2005,110010099012005,Block 2005,G5040,S,26379,0,+38.8765133,-076.9589274,3687,6.52,6.52,3.69,56.66,1.2,18.47,0.47,7.22,1.62,24.87,0.68,10.48,0,0,0.03,0.4,0.44,6.77,0,0,0,0,3.69,56.66,1.2,18.38,1.23,18.79,0.03,0.42,0,0.08,1.6,24.54,1.6,24.47,0,0,0,0,4.22,64.72392638,-0.53,-8.06392638,4.37,67.02453988,-0.68,-10.36453988,4.4,67.48466258,-0.71,-10.82466258,UTC_BlockPly_2020_3687,{4844EB7F-68CB-4DD1-9598-53FA5136EAF4},0,0
5154,11,001,007100,1010,110010071001010,Block 1010,G5040,S,0,139446,+38.8749725,-076.9845766,3999,34.45,0.39,0.39,1.12,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,34.06,98.87182724,0,0,0.39,99.3,0,0.06,0,0.38,0,0.32,0,0,0,0.32,0,0.32,0,0,34.06,8763.89,0.66,100,-0.27,-0.7,0.55,100,-0.16,-0.7,0.57,100,-0.18,-0.7,UTC_BlockPly_2020_3999,{35F5024F-223F-4166-8272-259CC4728BDE},0,0
5155,11,001,007709,1019,110010077091019,Block 1019,G5040,S,16077,0,+38.8766276,-076.9663617,5199,3.97,3.97,0.7,17.61,0.69,17.25,0.97,24.47,2.59,65.14,0.72,18.09,0.19,4.77,0.2,4.93,0.51,12.88,0,0,0,0,0.7,17.61,0.68,17.24,1.07,26.95,0.39,9.71,0,0,2.2,55.44,2.2,55.44,0,0,0,0,0.7,17.63224181,0,-0.02224181,0.54,13.60201511,0.16,4.00798489,0.71,17.88413098,-0.01,-0.27413098,UTC_BlockPly_2020_5199,{A7EB18B5-BD92-4E9D-9D66-E92E0F60C39A},0,0
5156,11,001,009901,1001,110010099011001,Block 1001,G5040,S,15229,0,+38.8765902,-076.9622281,1132,3.76,3.76,1.07,28.5,0.67,17.77,0.67,17.75,2.02,53.73,0.67,17.81,0,0,0.1,2.53,0.59,15.64,0,0,0,0,1.07,28.5,0.67,17.77,0.76,20.3,0.1,2.53,0,0,1.93,51.19,1.93,51.19,0,0,0,0,1.43,38.03191489,-0.36,-9.53191489,1.19,31.64893617,-0.12,-3.14893617,1.17,31.11702128,-0.1,-2.61702128,UTC_BlockPly_2020_1132,{DDF60AAF-3694-4404-AE7A-3D6432881F30},0,0
5157,11,001,011002,2001,110010110022001,Block 2001,G5040,S,6832,0,+38.8767454,-077.0210984,4299,1.69,1.69,0.11,6.54,0.03,1.86,0,0,1.5,89.05,0.3,18.06,0,0,0.03,1.58,1.17,69.42,0,0,0.04,2.55,0.11,6.54,0.03,1.86,0.06,3.44,0.03,1.58,0,0,1.52,90.02,1.48,87.47,0.04,2.55,0,0,0.49,28.99408284,-0.38,-22.45408284,0.72,42.6035503,-0.61,-36.0635503,0.53,31.36094675,-0.42,-24.82094675,UTC_BlockPly_2020_4299,{9AE60972-AC24-4EF1-8D10-98634E6FD6D4},0,0
5158,11,001,007203,2013,110010072032013,Block 2013,G5040,S,7968,0,+38.8768577,-076.9921054,4929,1.96,1.96,0.21,10.74,0.14,7.36,0.07,3.62,1.6,81.53,0.61,31.13,0.64,32.62,0.16,8.1,0.12,6.05,0,0,0.01,0.36,0.21,10.74,0.11,5.78,0.94,48.09,0.83,42.31,0,0,0.81,41.17,0.8,40.8,0.01,0.36,0,0,0.08,4.08163265,0.13,6.65836735,0.11,5.6122449,0.1,5.1277551,0.27,13.7755102,-0.06,-3.0355102,UTC_BlockPly_2020_4929,{83E87B32-6A59-4DEC-9E98-4B633BAB2D85},0,0
5159,11,001,007203,2012,110010072032012,Block 2012,G5040,S,6338,0,+38.8767842,-076.9931492,2207,1.56,1.56,0.26,16.5,0.09,6.06,0.34,21.81,1.21,77.15,0.49,31.28,0.13,8.24,0.14,8.81,0.11,7.01,0,0,0,0.28,0.26,16.5,0.08,5.29,0.36,23.12,0.28,17.83,0,0,0.94,60.38,0.94,60.1,0,0.28,0,0,0.26,16.66666667,0,-0.16666667,0.27,17.30769231,-0.01,-0.80769231,0.33,21.15384615,-0.07,-4.65384615,UTC_BlockPly_2020_2207,{291B30C2-4C1D-4068-83C9-0B630586C39E},0,0
5160,11,001,009901,1002,110010099011002,Block 1002,G5040,S,27951,0,+38.8760907,-076.9630651,4190,6.91,6.89,4.59,66.43,1.03,14.95,0.29,4.16,1.27,18.37,0.75,10.82,0,0,0.06,0.8,0.18,2.59,0.02,0.25049204,0,0,4.59,66.59,1.03,14.98,1.09,15.79,0.06,0.81,0,0,1.21,17.62,1.21,17.62,0,0,0.02,0.25,5.29,76.77793904,-0.7,-10.18793904,4.98,72.27866473,-0.39,-5.68866473,5.16,74.89114659,-0.57,-8.30114659,UTC_BlockPly_2020_4190,{CA4D5F63-1223-44D5-9793-44D4E5F27148},0,0
5161,11,001,980000,1190,110019800001190,Block 1190,G5040,S,40316,0,+38.8757817,-077.0488440,1142,9.97,9.85,4.23,42.4,3.33,33.4,0.1,0.96,2.3,23.08,0.82,8.25,0.86,8.65,0.32,3.17,0.21,2.06,0.11,1.11585003,0,0,4.23,42.88,3.32,33.65,4.51,45.72,1.19,12.08,0,0,1.12,11.39,1.12,11.39,0,0,0.11,1.13,4.03,40.91370558,0.2,1.96629442,4.53,45.98984772,-0.3,-3.10984772,5.3,53.8071066,-1.07,-10.9271066,UTC_BlockPly_2020_1142,{9789543B-38EA-47C1-8D4D-740423E6165D},0,0
5162,11,001,980000,1172,110019800001172,Block 1172,G5040,S,0,2223369,+38.8636704,-077.0321010,1583,549.39,1.29,0.67,0.12,0.09,0.02,0,0,0.53,0.1,0,0,0,0,0,0,0.53,0.1,548.1,99.76467434,0,0,0.67,51.68,0.02,1.59,0.02,1.64,0,0.06,0.07,5.2,0.6,46.67,0.53,41.28,0,0.19,548.1,42394.3,0.1,7.75193798,0.57,43.92806202,1.42,100,-0.75,-48.32,1.05,81.39534884,-0.38,-29.71534884,UTC_BlockPly_2020_1583,{C8CE8C01-6537-4C33-872D-2CE36435EE83},0,0
5163,11,001,007601,5000,110010076015000,Block 5000,G5040,S,422,1391,+38.8760731,-076.9764885,5269,0.45,0.12,0,0,0,0,0,0,0.12,25.76,0.12,25.76,0,0,0,0,0,0,0.33,74.24158853,0,0,0,0,0,0,0,0,0,0,0,0,0.12,100,0.12,100,0,0,0.33,288.22,0,0,0,0,0,0,0,0,0,0,0,0,UTC_BlockPly_2020_5269,{ED56447B-BDC6-4355-B8F9-1AA2A5B2B807},0,0
5164,11,001,007601,5011,110010076015011,Block 5011,G5040,S,0,138800,+38.8740704,-076.9837365,3750,34.29,0.49,0.44,1.28,0.03,0.09,0,0,0.02,0.05,0.01,0.04,0,0,0,0,0.01,0.02,33.8,98.57189178,0,0,0.44,89.86,0.03,6.36,0.03,6.36,0,0,0,0,0.02,3.78,0.02,3.78,0,0,33.8,6902.27,0.16,32.65306122,0.28,57.20693878,0.08,16.32653061,0.36,73.53346939,0.2,40.81632653,0.24,49.04367347,UTC_BlockPly_2020_3750,{DAB260D3-7EA3-457B-B6EF-4695449E21D7},0,0
5165,11,001,007709,1020,110010077091020,Block 1020,G5040,S,14082,0,+38.8761265,-076.9670807,4964,3.48,3.48,0.45,13.04,0.73,20.91,0.93,26.81,2.3,66.05,0.69,19.96,0,0,0.27,7.66,0.4,11.63,0,0,0,0,0.45,13.04,0.73,20.89,0.99,28.57,0.27,7.68,0,0,2.03,58.39,2.03,58.39,0,0,0,0,0.54,15.51724138,-0.09,-2.47724138,0.52,14.94252874,-0.07,-1.90252874,0.54,15.51724138,-0.09,-2.47724138,UTC_BlockPly_2020_4964,{41A638E7-C0C8-433D-B2F2-370F022151B1},0,0
5166,11,001,007100,1012,110010071001012,Block 1012,G5040,S,82240,0,+38.8755533,-076.9882261,895,20.32,20.32,3.75,18.48,2.85,14.02,2.14,10.53,13.68,67.34,1.54,7.59,6.66,32.77,0.67,3.31,2.67,13.14,0,0,0.03,0.17,3.75,18.48,2.59,12.77,9.85,48.48,7.25,35.71,0.25,1.21,6.71,33.05,6.43,31.67,0.03,0.17,0,0,2.69,13.23818898,1.06,5.24181102,3.51,17.27362205,0.24,1.20637795,3.57,17.56889764,0.18,0.91110236,UTC_BlockPly_2020_895,{A968D8B7-435E-4551-B0B7-9789504CB6AB},0,0
5167,11,001,007601,5001,110010076015001,Block 5001,G5040,S,0,1338,+38.8762470,-076.9772027,5779,0.33,0.01,0,1.42,0,0.22,0,0,0,0.75,0,0.15,0,0,0,0.52,0,0.07,0.32,97.6119403,0,0,0,59.38,0,9.38,0,31.25,0,21.88,0,0,0,9.38,0,9.38,0,0,0.32,4087.5,0,0,0,59.38,0,0,0,59.38,0,0,0,59.38,UTC_BlockPly_2020_5779,{8BCBCEAE-0D41-47BD-824D-A5A8753BB62B},0,0
5168,11,001,007707,1018,110010077071018,Block 1018,G5040,S,17811,0,+38.8755918,-076.9384554,3276,4.4,4.4,2.27,51.49,0.96,21.76,0.46,10.47,1.18,26.76,0.45,10.15,0,0,0.07,1.51,0.2,4.63,0,0,0,0,2.27,51.49,0.96,21.75,1.02,23.25,0.07,1.51,0,0,1.11,25.26,1.11,25.26,0,0,0,0,2.23,50.68181818,0.04,0.80818182,2.42,55,-0.15,-3.51,2.41,54.77272727,-0.14,-3.28272727,UTC_BlockPly_2020_3276,{7C4FA285-AE14-4639-A6C3-7B565B29D1A8},0,0
5169,11,001,007707,1014,110010077071014,Block 1014,G5040,S,16098,0,+38.8756992,-076.9363717,2623,3.98,3.98,1.94,48.84,0.75,18.73,0.44,10.99,1.29,32.44,0.54,13.52,0,0,0.06,1.53,0.25,6.39,0,0,0,0,1.94,48.84,0.74,18.61,0.81,20.26,0.07,1.65,0,0,1.23,30.9,1.23,30.9,0,0,0,0,2.05,51.50753769,-0.11,-2.66753769,2.21,55.52763819,-0.27,-6.68763819,2.19,55.02512563,-0.25,-6.18512563,UTC_BlockPly_2020_2623,{0C90CA4D-30BD-4686-B24D-4A5C21F999EC},0,0
5170,11,001,007707,1017,110010077071017,Block 1017,G5040,S,24136,0,+38.8753383,-076.9373970,5452,5.97,5.97,2.55,42.75,1.23,20.65,0.73,12.25,2.18,36.59,0.81,13.52,0,0,0.14,2.36,0.51,8.47,0,0,0,0,2.55,42.75,1.23,20.63,1.37,23.01,0.14,2.38,0,0,2.04,34.24,2.04,34.24,0,0,0,0,2.96,49.58123953,-0.41,-6.83123953,2.82,47.2361809,-0.27,-4.4861809,2.91,48.74371859,-0.36,-5.99371859,UTC_BlockPly_2020_5452,{12B77A4B-8092-4E48-8C8A-B371A0CCDC1F},0,0
5171,11,001,007707,1012,110010077071012,Block 1012,G5040,S,15593,0,+38.8756885,-076.9344045,396,3.86,3.86,1.39,36.09,0.93,24.21,0.58,14.93,1.53,39.7,0.45,11.75,0,0,0.05,1.42,0.45,11.6,0,0,0,0,1.39,36.09,0.93,24.21,0.99,25.63,0.05,1.42,0,0,1.48,38.28,1.48,38.28,0,0,0,0,2.09,54.14507772,-0.7,-18.05507772,1.72,44.55958549,-0.33,-8.46958549,1.48,38.34196891,-0.09,-2.25196891,UTC_BlockPly_2020_396,{78522910-0DCD-4F04-99FD-573E254F083B},0,0
5172,11,001,007707,1013,110010077071013,Block 1013,G5040,S,14460,0,+38.8756923,-076.9353782,5100,3.57,3.57,1.5,42.07,0.86,24.03,0.4,11.34,1.21,33.9,0.42,11.74,0,0,0.1,2.91,0.28,7.91,0,0,0,0,1.5,42.07,0.86,23.99,0.96,26.94,0.11,2.95,0,0,1.11,30.99,1.11,30.99,0,0,0,0,1.98,55.46218487,-0.48,-13.39218487,1.81,50.70028011,-0.31,-8.63028011,1.6,44.81792717,-0.1,-2.74792717,UTC_BlockPly_2020_5100,{ADFED15D-3207-4705-A889-46B1C14C9463},0,0
5173,11,001,007707,2004,110010077072004,Block 2004,G5040,S,21328,0,+38.8760803,-076.9326051,3785,5.27,5.27,2.05,38.85,1,19.06,0.75,14.3,2.22,42.09,0.65,12.33,0.07,1.36,0.21,4.04,0.53,10.06,0,0,0,0,2.05,38.85,1,19.06,1.29,24.46,0.28,5.4,0,0,1.93,36.69,1.93,36.69,0,0,0,0,1.81,34.34535104,0.24,4.50464896,1.75,33.20683112,0.3,5.64316888,1.82,34.53510436,0.23,4.31489564,UTC_BlockPly_2020_3785,{CDB092FC-6690-4EEE-9493-235AC1629E99},0,0
5174,11,001,011002,1001,110010110021001,Block 1001,G5040,S,0,266931,+38.8684330,-077.0201244,3288,65.96,0.64,0.43,0.65,0.02,0.02,0.01,0.01,0.2,0.3,0,0,0,0,0.01,0.02,0.18,0.27,65.31,99.02252428,0,0,0.43,66.81,0.02,2.49,0.03,4.33,0.01,1.84,0,0,0.19,28.86,0.19,28.86,0,0,65.31,10130.43,0.09,14.0625,0.34,52.7475,1.13,100,-0.7,-33.19,1.12,100,-0.69,-33.19,UTC_BlockPly_2020_3288,{FF6CBE06-5FBA-4513-BB41-106F1E6B1C9A},0,0
5175,11,001,011002,2000,110010110022000,Block 2000,G5040,S,66617,0,+38.8755971,-077.0194793,2664,16.46,16.46,4.18,25.39,1.84,11.16,3.61,21.96,10.07,61.15,1.83,11.1,0.18,1.08,1.86,11.33,2.58,15.69,0,0,0.38,2.3,4.18,25.39,1.82,11.06,3.88,23.57,2.06,12.51,0,0,8.4,51.04,8.02,48.74,0.38,2.3,0,0,3.67,22.29647631,0.51,3.09352369,5.7,34.62940462,-1.52,-9.23940462,4.83,29.34386391,-0.65,-3.95386391,UTC_BlockPly_2020_2664,{732A2610-2CD0-4612-A2A4-7FE46ABBCF59},0,0
5176,11,001,007201,3000,110010072013000,Block 3000,G5040,S,45893,0,+38.8750834,-076.9923028,2397,11.34,11.34,1.07,9.47,0.31,2.72,4.04,35.63,9.93,87.58,3.2,28.18,0.53,4.65,1.01,8.89,1.16,10.22,0,0,0.03,0.24,1.07,9.47,0.3,2.63,1.84,16.26,1.55,13.63,0,0,8.42,74.27,8.4,74.03,0.03,0.24,0,0,0.88,7.76014109,0.19,1.70985891,0.82,7.23104056,0.25,2.23895944,1.2,10.58201058,-0.13,-1.11201058,UTC_BlockPly_2020_2397,{3FBECEEA-771C-498B-93B7-5EC565726B47},0,0
5177,11,001,007100,1017,110010071001017,Block 1017,G5040,S,12140,0,+38.8749839,-076.9912811,4671,3,3,0.01,0.38,0.17,5.65,0,0,2.81,93.69,2.4,79.83,0,0,0.05,1.69,0.37,12.18,0,0,0.01,0.28,0.01,0.38,0.17,5.65,0.22,7.34,0.05,1.69,0,0,2.77,92.28,2.76,92,0.01,0.28,0,0,0.01,0.33333333,0,0.04666667,0,0,0.01,0.38,0.01,0.33333333,0,0.04666667,UTC_BlockPly_2020_4671,{17E28AE6-A6F1-42DC-97C7-9CC6873986F5},0,0
5178,11,001,007100,1013,110010071001013,Block 1013,G5040,S,20342,0,+38.8748685,-076.9905669,1857,5.03,5.03,0.05,1.07,2.21,44.03,0,0,2.76,54.91,2.13,42.43,0,0,0.25,4.9,0.38,7.58,0,0,0,0,0.05,1.07,2.21,43.97,2.46,48.93,0.25,4.96,0,0,2.51,50.01,2.51,50.01,0,0,0,0,0.11,2.18687873,-0.06,-1.11687873,0.01,0.19880716,0.04,0.87119284,0,0,0.05,1.07,UTC_BlockPly_2020_1857,{DB61F5DA-C668-4A14-8584-CE8B6C1B9A13},0,0
5179,11,001,007100,1014,110010071001014,Block 1014,G5040,S,5368,0,+38.8751916,-076.9909880,4053,1.33,1.33,0,0.15,0,0,0,0,1.32,99.85,1.09,82.23,0,0,0.01,0.69,0.22,16.93,0,0,0,0,0,0.15,0,0,0.01,0.69,0.01,0.69,0,0,1.31,99.16,1.31,99.16,0,0,0,0,0.01,0.7518797,-0.01,-0.6018797,0,0,0,0.15,0,0,0,0.15,UTC_BlockPly_2020_4053,{EFC73DC0-D537-4717-8A70-BFA57DAF88BF},0,0
5180,11,001,009901,2004,110010099012004,Block 2004,G5040,S,17077,0,+38.8754650,-076.9570330,60,4.22,4.22,1.93,45.66,0.89,21.13,0.39,9.17,1.4,33.2,0.61,14.55,0.07,1.62,0.03,0.64,0.3,7.22,0,0,0,0,1.93,45.66,0.89,21.06,0.98,23.34,0.1,2.27,0,0.01,1.31,31,1.31,31,0,0,0,0,1.92,45.49763033,0.01,0.16236967,1.88,44.54976303,0.05,1.11023697,2.02,47.86729858,-0.09,-2.20729858,UTC_BlockPly_2020_60,{C429D420-D117-4CF9-B3A0-8CFFEE5337D6},0,0
5181,11,001,007201,1001,110010072011001,Block 1001,G5040,S,13384,0,+38.8755559,-077.0078389,2694,3.3,3.3,0.03,0.76,0,0.11,1.21,36.47,3.28,99.13,0.8,24.24,0.46,13.95,0.21,6.42,0.6,18.04,0,0,0,0,0.03,0.76,0,0.11,0.68,20.49,0.67,20.38,0,0,2.6,78.75,2.6,78.75,0,0,0,0,0.07,2.12121212,-0.04,-1.36121212,0.06,1.81818182,-0.03,-1.05818182,0.05,1.51515152,-0.02,-0.75515152,UTC_BlockPly_2020_2694,{FC8EC16C-9580-4D68-B876-2F2B65E58E9A},0,0
5182,11,001,007201,1000,110010072011000,Block 1000,G5040,S,28385,0,+38.8755580,-077.0066638,969,7.02,7.02,0.06,0.86,0,0,3.92,55.87,6.95,99.14,1.62,23.1,0.01,0.19,0.51,7.28,0.89,12.71,0,0,0,0,0.06,0.86,0,0,0.52,7.47,0.52,7.47,0,0,6.43,91.67,6.43,91.67,0,0,0,0,0.76,10.82621083,-0.7,-9.96621083,0.17,2.42165242,-0.11,-1.56165242,0.12,1.70940171,-0.06,-0.84940171,UTC_BlockPly_2020_969,{7EF54B8A-6FD6-4B22-B961-1FC73EE68F51},0,0
5183,11,001,007201,2001,110010072012001,Block 2001,G5040,S,22352,0,+38.8756862,-077.0013043,3557,5.52,5.52,0.62,11.21,0.17,3.16,2.78,50.32,4.73,85.61,0.89,16.15,0,0,0.89,16.2,0.16,2.94,0,0,0,0.02,0.62,11.21,0.11,2.02,1.07,19.36,0.96,17.34,0,0,3.83,69.43,3.83,69.41,0,0.02,0,0,0,0,0.62,11.21,0.34,6.15942029,0.28,5.05057971,0.65,11.77536232,-0.03,-0.56536232,UTC_BlockPly_2020_3557,{B0D27B0C-E30F-4A24-902B-B4F1CCDBA273},0,0
5184,11,001,007201,4001,110010072014001,Block 4001,G5040,S,34745,0,+38.8755220,-077.0048819,1596,8.58,8.58,0.34,3.99,0.88,10.28,0.12,1.42,5.57,64.87,1.19,13.91,1.43,16.64,1.72,20.02,1.1,12.87,0,0,1.79,20.87,0.34,3.99,0.88,10.27,4.03,46.94,3.15,36.67,0,0,4.21,49.07,2.42,28.2,1.79,20.87,0,0,0.05,0.58275058,0.29,3.40724942,0.09,1.04895105,0.25,2.94104895,0.02,0.23310023,0.32,3.75689977,UTC_BlockPly_2020_1596,{BD9C59DF-FA62-4BDB-BBC5-E4244E761263},0,0
5185,11,001,007201,2000,110010072012000,Block 2000,G5040,S,42859,0,+38.8756864,-076.9991771,384,10.59,10.59,0.32,3.05,0.24,2.26,3.92,37.03,10.03,94.69,1.78,16.81,0.45,4.22,0.72,6.84,3.15,29.78,0,0,0,0,0.32,3.05,0.24,2.25,1.41,13.33,1.17,11.07,0,0,8.86,83.62,8.86,83.62,0,0,0,0,0.08,0.75542965,0.24,2.29457035,0.19,1.79414542,0.13,1.25585458,0.16,1.5108593,0.16,1.5391407,UTC_BlockPly_2020_384,{29964338-AF81-4A44-9874-E5FA0E716B41},0,0
5186,11,001,007201,4000,110010072014000,Block 4000,G5040,S,28790,0,+38.8757281,-077.0029874,4509,7.11,7.11,1.03,14.48,0.25,3.48,2.84,39.9,5.83,81.98,1.34,18.83,0,0,1.43,20.11,0.22,3.15,0,0,0,0.06,1.03,14.48,0.23,3.22,1.68,23.6,1.45,20.38,0,0,4.41,61.92,4.4,61.87,0,0.06,0,0,0.03,0.42194093,1,14.05805907,0.6,8.43881857,0.43,6.04118143,0.86,12.09563994,0.17,2.38436006,UTC_BlockPly_2020_4509,{6723952E-2384-474B-BE01-9F51BFA56F6A},0,0
5187,11,001,007201,3002,110010072013002,Block 3002,G5040,S,24905,0,+38.8760885,-076.9970723,1693,6.16,6.16,0.81,13.1,0.13,2.16,2.32,37.65,5.22,84.72,1.23,19.89,0.72,11.64,0.61,9.86,0.35,5.68,0,0,0,0.02,0.81,13.1,0.12,1.93,1.46,23.67,1.34,21.74,0,0,3.89,63.23,3.89,63.22,0,0.02,0,0,0.41,6.65584416,0.4,6.44415584,0.81,13.14935065,0,-0.04935065,0.85,13.7987013,-0.04,-0.6987013,UTC_BlockPly_2020_1693,{9B244823-6EF3-4449-9F22-AC465833BB71},0,0
