OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,GID,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_06,UTC_PCT_06,UTCAC0620,UTCPCT0620,UTC_AC_11,UTC_PCT_11,UTCAC1120,UTCPCT1120,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
1,11,001,001600,4000,110010016004000,Block 4000,G5040,S,43177,0,+38.9934899,-077.0386401,4227,10.67,10.67,5.05,47.29,2.58,24.21,1.38,12.93,3.04,28.5,0.94,8.78,0,0,0.03,0.32,0.69,6.47,0,0,0,0,5.05,47.29,2.54,23.83,2.58,24.15,0.03,0.32,0.04,0.37,3.05,28.56,3.01,28.18,0,0,0,0,4.31,40.39362699,0.74,6.89637301,5.61,52.57731959,-0.56,-5.28731959,5.32,49.85941893,-0.27,-2.56941893,UTC_BlockPly_2020_4227,{93900AAC-7225-49D3-831A-D41D1132A0BD},0,0
2,11,001,001600,4004,110010016004004,Block 4004,G5040,S,71350,0,+38.9897019,-077.0434865,4359,17.63,17.41,14.23,80.7,1.72,9.75,0,0,1.46,8.28,1.3,7.39,0,0,0.06,0.36,0.09,0.53,0.22,1.26431465,0,0,14.23,81.74,1.72,9.88,1.78,10.24,0.06,0.37,0,0,1.4,8.02,1.4,8.02,0,0,0.22,1.28,14.71,84.49167145,-0.48,-2.75167145,15.67,90.00574383,-1.44,-8.26574383,14.76,84.77886272,-0.53,-3.03886272,UTC_BlockPly_2020_4359,{CDF979AE-F8E6-4B74-B6AE-66DC7E4A674A},0,0
3,11,001,001600,4001,110010016004001,Block 4001,G5040,S,39692,0,+38.9935739,-077.0397146,3545,9.81,9.81,3.57,36.37,3.11,31.74,1.68,17.1,3.13,31.89,0.86,8.75,0,0,0,0,0.59,6.03,0,0,0,0,3.57,36.37,3.1,31.64,3.1,31.64,0,0,0.01,0.1,3.14,31.99,3.13,31.89,0,0,0,0,2.82,28.74617737,0.75,7.62382263,4.34,44.24057085,-0.77,-7.87057085,3.43,34.96432212,0.14,1.40567788,UTC_BlockPly_2020_3545,{DBF7BACC-1E6B-4EF6-9B1D-B687839A71D3},0,0
4,11,001,001600,4003,110010016004003,Block 4003,G5040,S,25941,0,+38.9934215,-077.0422665,508,6.41,6.41,2.49,38.8,2.13,33.27,0.76,11.89,1.79,27.93,0.73,11.45,0,0,0,0,0.29,4.6,0,0,0,0,2.49,38.8,2.12,33.15,2.12,33.15,0,0,0.01,0.12,1.8,28.06,1.79,27.93,0,0,0,0,1.57,24.49297972,0.92,14.30702028,2.45,38.22152886,0.04,0.57847114,2.33,36.34945398,0.16,2.45054602,UTC_BlockPly_2020_508,{25AC2541-A6DA-44B9-9D24-C180B596D5A4},0,0
5,11,001,001600,4002,110010016004002,Block 4002,G5040,S,19317,0,+38.9929011,-077.0403407,78,4.77,4.77,1.17,24.42,1.79,37.54,0.81,16.93,1.82,38.04,0.68,14.31,0,0,0,0,0.32,6.79,0,0,0,0,1.17,24.42,1.79,37.49,1.79,37.49,0,0,0,0.05,1.82,38.09,1.82,38.04,0,0,0,0,0.77,16.14255765,0.4,8.27744235,1.55,32.49475891,-0.38,-8.07475891,1.03,21.5932914,0.14,2.8267086,UTC_BlockPly_2020_78,{66EDF9C5-B0A2-4300-9A84-FEF3D6DF01F8},0,0
6,11,001,001600,4035,110010016004035,Block 4035,G5040,S,27162,0,+38.9919130,-077.0419715,3737,6.72,6.72,2.59,38.52,1.87,27.88,1.07,15.9,2.26,33.59,0.82,12.26,0,0,0,0,0.36,5.43,0,0,0,0,2.59,38.52,1.87,27.88,1.87,27.88,0,0,0,0,2.26,33.6,2.26,33.59,0,0,0,0,1.96,29.16666667,0.63,9.35333333,2.71,40.32738095,-0.12,-1.80738095,2.24,33.33333333,0.35,5.18666667,UTC_BlockPly_2020_3737,{74885C01-7FD0-4F8A-8CF0-E3AE2FF47F42},0,0
7,11,001,001600,4005,110010016004005,Block 4005,G5040,S,27735,0,+38.9914879,-077.0432701,4307,6.85,6.85,3.3,48.2,1.76,25.72,0.8,11.7,1.79,26.08,0.72,10.49,0,0,0,0,0.27,3.89,0,0,0,0,3.3,48.2,1.76,25.72,1.76,25.72,0,0,0,0,1.79,26.08,1.79,26.08,0,0,0,0,2.05,29.9270073,1.25,18.2729927,3.21,46.86131387,0.09,1.33868613,2.93,42.77372263,0.37,5.42627737,UTC_BlockPly_2020_4307,{5CB7FFDF-7D09-4048-8002-6D2700391A8B},0,0
8,11,001,001600,4036,110010016004036,Block 4036,G5040,S,45146,0,+38.9906296,-077.0417129,4704,11.15,11.15,5.58,50.06,2.43,21.78,1.61,14.43,3.14,28.16,0.94,8.39,0,0,0.02,0.21,0.57,5.12,0,0,0,0,5.58,50.06,2.42,21.69,2.44,21.92,0.03,0.23,0.01,0.07,3.12,28.02,3.12,27.94,0,0,0,0,5.25,47.08520179,0.33,2.97479821,6.11,54.79820628,-0.53,-4.73820628,5.35,47.98206278,0.23,2.07793722,UTC_BlockPly_2020_4704,{6AF9C976-2DD3-4BD5-85DC-839A569D3F5E},0,0
9,11,001,001600,4011,110010016004011,Block 4011,G5040,S,20651,0,+38.9915886,-077.0388795,3225,5.1,5.1,2.04,39.95,1.49,29.2,0.74,14.56,1.57,30.85,0.56,11.06,0,0,0,0,0.27,5.22,0,0,0,0,2.04,39.95,1.49,29.2,1.49,29.2,0,0,0,0,1.57,30.85,1.57,30.85,0,0,0,0,1.63,31.96078431,0.41,7.98921569,2.1,41.17647059,-0.06,-1.22647059,2.01,39.41176471,0.03,0.53823529,UTC_BlockPly_2020_3225,{313043D8-DAD2-41DE-BC64-0A7DBE04FE43},0,0
10,11,001,001600,4006,110010016004006,Block 4006,G5040,S,20202,0,+38.9913139,-077.0454545,5995,4.99,4.99,2.12,42.57,1.36,27.3,0.6,12.12,1.5,30.13,0.75,15.11,0,0,0,0,0.14,2.9,0,0,0,0,2.12,42.57,1.36,27.3,1.36,27.3,0,0,0,0,1.5,30.13,1.5,30.13,0,0,0,0,1.5,30.06012024,0.62,12.50987976,1.76,35.27054108,0.36,7.29945892,2.04,40.88176353,0.08,1.68823647,UTC_BlockPly_2020_5995,{01CB10EA-561B-41C5-B3DD-D7F90EEFE339},0,0
11,11,001,001600,1000,110010016001000,Block 1000,G5040,S,2746,0,+38.9917539,-077.0363399,1501,0.68,0.68,0.03,4.78,0.15,22.8,0,0,0.49,72.42,0.43,63.52,0,0,0.02,2.74,0.04,6.17,0,0,0,0,0.03,4.78,0.15,22.8,0.17,25.54,0.02,2.74,0,0,0.47,69.68,0.47,69.68,0,0,0,0,0.1,14.70588235,-0.07,-9.92588235,0.27,39.70588235,-0.24,-34.92588235,0.11,16.17647059,-0.08,-11.39647059,UTC_BlockPly_2020_1501,{5C727CD2-CBEF-4375-9D76-7C98F2A0976D},0,0
12,11,001,001600,4007,110010016004007,Block 4007,G5040,S,45884,0,+38.9898492,-077.0390900,1182,11.34,11.28,9.47,83.5,0.77,6.8,0,0,1.04,9.13,0.86,7.62,0,0,0.15,1.32,0.02,0.19,0.06,0.5663871,0,0,9.47,83.98,0.77,6.82,0.92,8.17,0.15,1.35,0,0,0.89,7.86,0.89,7.86,0,0,0.06,0.57,9.5,84.21985816,-0.03,-0.23985816,10.03,88.91843972,-0.56,-4.93843972,9.87,87.5,-0.4,-3.52,UTC_BlockPly_2020_1182,{F151F7A6-762F-4403-81DC-5A7275307A29},0,0
13,11,001,001600,1001,110010016001001,Block 1001,G5040,S,10597,0,+38.9912191,-077.0357895,2128,2.62,2.62,1.58,60.05,0.55,20.92,0,0,0.5,19.03,0.4,15.33,0,0,0.09,3.3,0.01,0.4,0,0,0,0,1.58,60.05,0.55,20.82,0.64,24.21,0.09,3.39,0,0,0.41,15.74,0.41,15.74,0,0,0,0,1.21,46.18320611,0.37,13.86679389,1.6,61.06870229,-0.02,-1.01870229,1.6,61.06870229,-0.02,-1.01870229,UTC_BlockPly_2020_2128,{2620D82A-1550-43EC-95C7-4269E3381F3A},0,0
14,11,001,001600,4010,110010016004010,Block 4010,G5040,S,23634,0,+38.9908236,-077.0398307,4202,5.84,5.84,3.28,56.16,1.37,23.48,0.47,7.96,1.19,20.35,0.45,7.76,0,0,0.02,0.4,0.25,4.22,0,0,0,0,3.28,56.16,1.37,23.4,1.39,23.83,0.03,0.43,0,0.05,1.17,20,1.17,19.95,0,0,0,0,2.44,41.78082192,0.84,14.37917808,3.52,60.2739726,-0.24,-4.1139726,3.46,59.24657534,-0.18,-3.08657534,UTC_BlockPly_2020_4202,{63126034-1C60-46CE-B0F6-B3CCA1040B96},0,0
15,11,001,001600,4014,110010016004014,Block 4014,G5040,S,37727,0,+38.9894812,-077.0467101,2070,9.32,9.32,6.99,74.99,1.21,13.02,0.51,5.44,1.12,12,0.39,4.2,0,0,0.04,0.44,0.18,1.92,0,0,0,0,6.99,74.99,1.21,13.02,1.25,13.46,0.04,0.44,0,0,1.08,11.55,1.08,11.55,0,0,0,0,7.01,75.21459227,-0.02,-0.22459227,7.31,78.43347639,-0.32,-3.44347639,7,75.10729614,-0.01,-0.11729614,UTC_BlockPly_2020_2070,{5F6B0C6F-B267-44DC-92AA-AC60A97255E4},0,0
16,11,001,001600,1002,110010016001002,Block 1002,G5040,S,19919,0,+38.9903180,-077.0350777,5145,4.92,4.92,2.36,48.03,1.03,20.85,0.62,12.62,1.53,31.12,0.64,13.06,0,0,0.08,1.57,0.19,3.87,0,0,0,0,2.36,48.03,1.02,20.79,1.1,22.42,0.08,1.63,0,0,1.45,29.56,1.45,29.56,0,0,0,0,2.04,41.46341463,0.32,6.56658537,2.67,54.26829268,-0.31,-6.23829268,2.35,47.76422764,0.01,0.26577236,UTC_BlockPly_2020_5145,{08BDAD1E-3C44-4575-BD26-F73D3203D90C},0,0
17,11,001,001600,4013,110010016004013,Block 4013,G5040,S,27433,0,+38.9895891,-077.0451445,345,6.78,6.78,3.53,52.04,1.85,27.29,0.62,9.14,1.4,20.67,0.54,8.01,0,0,0.01,0.11,0.23,3.41,0,0,0,0,3.53,52.04,1.85,27.29,1.86,27.4,0.01,0.11,0,0,1.39,20.56,1.39,20.56,0,0,0,0,3.63,53.53982301,-0.1,-1.49982301,3.94,58.1120944,-0.41,-6.0720944,3.68,54.27728614,-0.15,-2.23728614,UTC_BlockPly_2020_345,{CA3545EF-8A5D-41A1-A11E-EEF8C2BFD163},0,0
18,11,001,001600,4015,110010016004015,Block 4015,G5040,S,177876,0,+38.9866376,-077.0477122,5827,43.95,43.16,42.87,97.54,0.21,0.48,0,0,0.07,0.16,0.04,0.08,0,0,0,0,0.03,0.07,0.79,1.80803157,0.01,0.01,42.87,99.33,0.21,0.49,0.21,0.49,0,0,0,0,0.07,0.17,0.07,0.16,0.01,0.01,0.79,1.84,42.91,99.42075996,-0.04,-0.09075996,43.37,100,-0.5,-0.67,42.94,99.49026877,-0.07,-0.16026877,UTC_BlockPly_2020_5827,{43372596-9CE8-447A-A8DA-0095B7DBA774},0,0
19,11,001,001600,4008,110010016004008,Block 4008,G5040,S,22387,0,+38.9899970,-077.0375040,1837,5.53,5.53,2.78,50.27,1.11,20.15,0.62,11.3,1.64,29.58,0.51,9.24,0,0,0.02,0.43,0.48,8.61,0,0,0,0,2.78,50.27,1.11,20.15,1.14,20.58,0.02,0.44,0,0,1.61,29.15,1.61,29.15,0,0,0,0,2.51,45.38878843,0.27,4.88121157,2.98,53.88788427,-0.2,-3.61788427,2.53,45.75045208,0.25,4.51954792,UTC_BlockPly_2020_1837,{23109B46-BBD1-446E-AC3A-F7E4D2D30B3E},0,0
20,11,001,001600,4037,110010016004037,Block 4037,G5040,S,32092,0,+38.9892060,-077.0414698,5169,7.93,7.93,4.45,56.13,1.42,17.94,1,12.56,2.06,25.93,0.44,5.52,0,0,0.06,0.8,0.56,7.05,0,0,0,0,4.45,56.13,1.33,16.73,1.39,17.57,0.07,0.84,0.09,1.17,2.09,26.31,1.99,25.14,0,0,0,0,3.31,41.74022699,1.14,14.38977301,4.5,56.74653216,-0.05,-0.61653216,4.41,55.61160151,0.04,0.51839849,UTC_BlockPly_2020_5169,{CCB19332-B556-4652-BF0D-50E5138AC8D9},0,0
21,11,001,001600,1004,110010016001004,Block 1004,G5040,S,32227,0,+38.9887908,-077.0329093,1271,7.96,7.96,3.33,41.86,1.96,24.6,1.29,16.25,2.67,33.54,0.73,9.17,0,0,0.1,1.24,0.55,6.87,0,0,0,0,3.33,41.86,1.96,24.59,2.06,25.84,0.1,1.25,0,0,2.57,32.3,2.57,32.3,0,0,0,0,2.58,32.4120603,0.75,9.4479397,3.29,41.33165829,0.04,0.52834171,3.14,39.44723618,0.19,2.41276382,UTC_BlockPly_2020_1271,{0572208F-24DA-4DC8-92DF-810314D697A9},0,0
22,11,001,001600,1003,110010016001003,Block 1003,G5040,S,26321,0,+38.9891955,-077.0354700,820,6.5,6.5,2.36,36.29,2,30.73,0.92,14.2,2.14,32.98,0.82,12.58,0,0,0.1,1.56,0.3,4.64,0,0,0,0,2.36,36.29,2,30.68,2.1,32.29,0.11,1.61,0,0,2.04,31.42,2.04,31.42,0,0,0,0,1.54,23.69230769,0.82,12.59769231,2.05,31.53846154,0.31,4.75153846,2.01,30.92307692,0.35,5.36692308,UTC_BlockPly_2020_820,{D55105A5-8E6F-4649-BA2F-5AB51A846857},0,0
23,11,001,001600,4009,110010016004009,Block 4009,G5040,S,24646,0,+38.9891106,-077.0380179,5688,6.09,6.09,3.08,50.54,1.26,20.77,0.71,11.58,1.75,28.69,0.59,9.72,0,0,0.09,1.4,0.36,5.99,0,0,0,0,3.08,50.54,1.26,20.76,1.35,22.18,0.09,1.42,0,0,1.66,27.28,1.66,27.28,0,0,0,0,2.82,46.30541872,0.26,4.23458128,3.65,59.93431856,-0.57,-9.39431856,3,49.26108374,0.08,1.27891626,UTC_BlockPly_2020_5688,{30A8DB1B-FF23-48E3-B630-872383ABEB32},0,0
24,11,001,001600,1005,110010016001005,Block 1005,G5040,S,27003,0,+38.9880927,-077.0336132,1070,6.67,6.67,3.06,45.81,1.32,19.72,1.08,16.23,2.3,34.48,0.73,10.98,0,0,0.12,1.83,0.36,5.44,0,0,0,0,3.06,45.81,1.31,19.68,1.44,21.54,0.12,1.86,0,0,2.18,32.65,2.18,32.65,0,0,0,0,2.94,44.07796102,0.12,1.73203898,3.2,47.97601199,-0.14,-2.16601199,2.86,42.87856072,0.2,2.93143928,UTC_BlockPly_2020_1070,{2A1E6823-3AAC-4A1B-B25D-60261EE59C70},0,0
25,11,001,001600,4029,110010016004029,Block 4029,G5040,S,41651,0,+38.9880045,-077.0397370,3261,10.29,10.29,5.82,56.6,2.14,20.79,1.14,11.1,2.33,22.61,0.61,5.95,0,0,0.07,0.66,0.5,4.9,0,0,0,0,5.82,56.6,2.11,20.5,2.18,21.18,0.07,0.68,0.03,0.27,2.29,22.22,2.26,21.95,0,0,0,0,6.23,60.54421769,-0.41,-3.94421769,6.95,67.54130224,-1.13,-10.94130224,5.77,56.07385811,0.05,0.52614189,UTC_BlockPly_2020_3261,{0F1848C1-2654-4062-BAB9-FF892D778021},0,0
26,11,001,001600,4030,110010016004030,Block 4030,G5040,S,40745,0,+38.9875368,-077.0380211,2411,10.07,10.07,5.85,58.11,1.78,17.7,1.17,11.63,2.44,24.19,0.65,6.44,0,0,0.14,1.41,0.47,4.72,0,0,0,0,5.85,58.11,1.78,17.64,1.92,19.11,0.15,1.47,0,0,2.29,22.78,2.29,22.78,0,0,0,0,5.61,55.71002979,0.24,2.39997021,6.25,62.06554121,-0.4,-3.95554121,5.56,55.21350546,0.29,2.89649454,UTC_BlockPly_2020_2411,{B7D30251-3436-410F-AE6B-B3BB491A2483},0,0
27,11,001,001600,4016,110010016004016,Block 4016,G5040,S,17759,0,+38.9880940,-077.0473370,2808,4.39,4.39,3.36,76.65,0.4,9.17,0.23,5.35,0.62,14.17,0.24,5.58,0,0,0.04,0.88,0.1,2.35,0,0,0,0,3.36,76.65,0.38,8.56,0.42,9.48,0.04,0.91,0.03,0.58,0.61,13.87,0.58,13.29,0,0,0,0,3.34,76.08200456,0.02,0.56799544,3.73,84.96583144,-0.37,-8.31583144,3.4,77.44874715,-0.04,-0.79874715,UTC_BlockPly_2020_2808,{6FD0B999-DE52-40A3-8A51-8B3C437F4169},0,0
28,11,001,001600,4012,110010016004012,Block 4012,G5040,S,13197,0,+38.9881706,-077.0444476,4011,3.26,3.26,2.15,65.86,0.33,10.06,0.41,12.69,0.79,24.08,0.18,5.67,0,0,0.02,0.68,0.16,5.05,0,0,0,0,2.15,65.86,0.32,9.79,0.34,10.49,0.02,0.7,0.01,0.25,0.77,23.65,0.76,23.4,0,0,0,0,2.17,66.56441718,-0.02,-0.70441718,2.35,72.08588957,-0.2,-6.22588957,2.25,69.01840491,-0.1,-3.15840491,UTC_BlockPly_2020_4011,{6EB8863C-A09F-40B0-AA99-59BDB8A035CB},0,0
29,11,001,001600,4019,110010016004019,Block 4019,G5040,S,22229,0,+38.9875947,-077.0454687,5844,5.49,5.49,3.67,66.74,0.78,14.23,0.44,7.95,1.05,19.03,0.45,8.25,0,0,0.03,0.51,0.13,2.32,0,0,0,0,3.67,66.74,0.59,10.81,0.62,11.34,0.03,0.53,0.19,3.4,1.2,21.92,1.02,18.52,0,0,0,0,3.81,69.3989071,-0.14,-2.6589071,4.2,76.50273224,-0.53,-9.76273224,3.75,68.30601093,-0.08,-1.56601093,UTC_BlockPly_2020_5844,{19A0C15E-76BA-4F7A-B4E2-28CE28E49207},0,0
30,11,001,001600,1006,110010016001006,Block 1006,G5040,S,33251,0,+38.9874540,-077.0345851,3874,8.21,8.21,3.21,39.14,2.05,24.99,1.12,13.67,2.95,35.87,0.97,11.86,0.14,1.65,0.22,2.65,0.5,6.04,0,0,0,0,3.21,39.14,2.05,24.97,2.41,29.3,0.36,4.33,0,0,2.59,31.57,2.59,31.57,0,0,0,0,3.09,37.63702801,0.12,1.50297199,3.29,40.07308161,-0.08,-0.93308161,2.88,35.07917174,0.33,4.06082826,UTC_BlockPly_2020_3874,{A702F917-C1EC-493A-A9C5-0BEBE8CF34E6},0,0
31,11,001,001600,1007,110010016001007,Block 1007,G5040,S,16306,0,+38.9871965,-077.0306869,770,4.03,4.03,1.5,37.35,1.13,27.94,0.47,11.6,1.4,34.71,0.52,13,0.15,3.69,0.09,2.32,0.17,4.1,0,0,0,0,1.5,37.35,1.13,27.94,1.37,33.95,0.24,6.01,0,0,1.16,28.7,1.16,28.7,0,0,0,0,1.1,27.29528536,0.4,10.05471464,1.33,33.00248139,0.17,4.34751861,1.22,30.27295285,0.28,7.07704715,UTC_BlockPly_2020_770,{454C799A-1A92-4B74-8933-C89729FFD2F0},0,0
32,11,001,001600,4020,110010016004020,Block 4020,G5040,S,27906,0,+38.9866746,-077.0436559,1843,6.89,6.89,4.3,62.38,1.14,16.6,0.71,10.34,1.45,21.01,0.42,6.04,0,0,0.06,0.91,0.26,3.72,0,0,0,0,4.3,62.38,1.14,16.58,1.21,17.52,0.06,0.94,0,0,1.39,20.1,1.39,20.1,0,0,0,0,4.71,68.35994194,-0.41,-5.97994194,5.19,75.32656023,-0.89,-12.94656023,4.35,63.13497823,-0.05,-0.75497823,UTC_BlockPly_2020_1843,{268FE839-1599-4F86-A87C-9945011B1B6F},0,0
33,11,001,001600,4017,110010016004017,Block 4017,G5040,S,19639,0,+38.9868639,-077.0460634,5561,4.86,4.86,3.28,67.45,0.66,13.51,0.45,9.22,0.92,19.04,0.29,5.96,0,0,0.06,1.2,0.13,2.67,0,0,0,0,3.28,67.45,0.65,13.43,0.71,14.66,0.06,1.24,0,0.04,0.87,17.88,0.87,17.84,0,0,0,0,3.43,70.57613169,-0.15,-3.12613169,3.78,77.77777778,-0.5,-10.32777778,3.33,68.51851852,-0.05,-1.06851852,UTC_BlockPly_2020_5561,{AE615F4F-1647-49BB-9471-809BFD83EF5E},0,0
34,11,001,001600,4028,110010016004028,Block 4028,G5040,S,29788,0,+38.9865859,-077.0408240,5620,7.36,7.36,3.83,51.99,1.48,20.08,0.94,12.75,2.06,27.93,0.61,8.28,0,0,0.09,1.17,0.42,5.74,0,0,0,0,3.83,51.99,1.46,19.85,1.55,21.06,0.09,1.21,0.01,0.19,1.98,26.95,1.97,26.76,0,0,0,0,3.6,48.91304348,0.23,3.07695652,4.01,54.48369565,-0.18,-2.49369565,3.54,48.09782609,0.29,3.89217391,UTC_BlockPly_2020_5620,{EF5819E0-B0F8-4B58-8ACE-D87062BD8064},0,0
35,11,001,001600,1008,110010016001008,Block 1008,G5040,S,15789,0,+38.9868010,-077.0318421,5841,3.9,3.9,1.98,50.65,0.77,19.79,0.48,12.34,1.15,29.55,0.47,11.97,0,0,0.03,0.78,0.17,4.46,0,0,0,0,1.98,50.65,0.77,19.78,0.8,20.58,0.03,0.8,0,0,1.12,28.77,1.12,28.77,0,0,0,0,1.55,39.74358974,0.43,10.90641026,2.17,55.64102564,-0.19,-4.99102564,1.74,44.61538462,0.24,6.03461538,UTC_BlockPly_2020_5841,{665B4DEA-0D58-42D6-BA86-A069B184B470},0,0
36,11,001,001600,4034,110010016004034,Block 4034,G5040,S,31919,0,+38.9865433,-077.0374430,3259,7.89,7.89,3.86,48.95,1.75,22.23,0.86,10.96,2.27,28.81,0.62,7.84,0,0,0.12,1.48,0.67,8.53,0,0,0,0,3.86,48.95,1.72,21.78,1.84,23.38,0.13,1.6,0.03,0.33,2.18,27.66,2.16,27.33,0,0,0,0,4.27,54.11913815,-0.41,-5.16913815,4.55,57.66793409,-0.69,-8.71793409,3.76,47.65525982,0.1,1.29474018,UTC_BlockPly_2020_3259,{83291D5A-1CF8-4780-9C5A-937AE1BFA1DC},0,0
37,11,001,001600,1012,110010016001012,Block 1012,G5040,S,24354,0,+38.9866045,-077.0349865,3597,6.02,6.02,2.83,47.06,1.28,21.22,0.79,13.17,1.91,31.72,0.72,12.01,0,0,0.13,2.13,0.27,4.41,0,0,0,0,2.83,47.06,1.28,21.2,1.41,23.35,0.13,2.15,0,0,1.78,29.59,1.78,29.59,0,0,0,0,2.47,41.02990033,0.36,6.03009967,2.8,46.51162791,0.03,0.54837209,2.7,44.85049834,0.13,2.20950166,UTC_BlockPly_2020_3597,{D72B451B-5967-4132-A790-7089BCCC0179},0,0
38,11,001,001500,1002,110010015001002,Block 1002,G5040,S,10590,0,+38.9865295,-077.0516187,1641,2.62,2.51,2.47,94.27,0.04,1.68,0,0,0,0.15,0,0,0,0,0,0,0,0.15,0.1,3.90174776,0,0,2.47,98.09,0.04,1.75,0.04,1.75,0,0,0,0,0,0.16,0,0.16,0,0,0.1,4.06,2.45,97.60956175,0.02,0.48043825,2.58,100,-0.11,-1.91,2.44,97.21115538,0.03,0.87884462,UTC_BlockPly_2020_1641,{95B7357B-A6E1-4A67-85A4-6C1714DE1480},0,0
39,11,001,001600,1009,110010016001009,Block 1009,G5040,S,24943,0,+38.9854671,-077.0291057,2506,6.17,6.17,3.21,52.03,1,16.18,0.9,14.64,1.96,31.79,0.47,7.66,0.16,2.63,0.17,2.73,0.26,4.14,0,0,0,0,3.21,52.03,0.99,16.02,1.33,21.54,0.34,5.53,0,0,1.63,26.43,1.63,26.43,0,0,0,0,2.49,40.35656402,0.72,11.67343598,3.06,49.59481361,0.15,2.43518639,2.81,45.54294976,0.4,6.48705024,UTC_BlockPly_2020_2506,{2D659334-E0B6-41AA-858F-D8DF64C5FBAE},0,0
40,11,001,001500,1001,110010015001001,Block 1001,G5040,S,32738,0,+38.9852270,-077.0479500,1700,8.09,7.47,7.13,88.09,0.21,2.54,0,0,0.12,1.51,0.07,0.81,0,0,0,0,0.06,0.7,0.63,7.73036865,0.01,0.13,7.13,95.47,0.21,2.75,0.21,2.75,0,0,0,0,0.13,1.78,0.12,1.64,0.01,0.15,0.63,8.38,6.62,88.62115127,0.51,6.84884873,7.48,100,-0.35,-4.53,7.17,95.98393574,-0.04,-0.51393574,UTC_BlockPly_2020_1700,{9A8FEEC4-6DE0-4BB1-A29D-E68DEFA45768},0,0
41,11,001,001600,1011,110010016001011,Block 1011,G5040,S,20540,0,+38.9860166,-077.0321042,3706,5.07,5.07,2.52,49.6,1.08,21.36,0.53,10.41,1.47,29.05,0.54,10.59,0,0,0.05,0.94,0.36,7.1,0,0,0,0,2.52,49.6,1.08,21.34,1.13,22.3,0.05,0.96,0,0,1.43,28.1,1.43,28.1,0,0,0,0,2.61,51.47928994,-0.09,-1.87928994,3.48,68.63905325,-0.96,-19.03905325,2.52,49.70414201,0,-0.10414201,UTC_BlockPly_2020_3706,{C91802F6-AFE5-47EF-A310-0D6FE24AC4A1},0,0
42,11,001,001600,4018,110010016004018,Block 4018,G5040,S,22767,0,+38.9855732,-077.0440770,3015,5.62,5.62,3.57,63.43,1.07,19.04,0.55,9.81,0.99,17.53,0.17,3.11,0,0,0.05,0.88,0.21,3.74,0,0,0,0,3.57,63.43,1.07,18.95,1.12,19.91,0.05,0.96,0,0.02,0.94,16.67,0.94,16.65,0,0,0,0,3.8,67.61565836,-0.23,-4.18565836,4.29,76.33451957,-0.72,-12.90451957,3.69,65.65836299,-0.12,-2.22836299,UTC_BlockPly_2020_3015,{F24B161C-9AEA-4588-8AF4-52FADFBFB4D7},0,0
43,11,001,001600,1010,110010016001010,Block 1010,G5040,S,12192,0,+38.9860063,-077.0302602,950,3.01,3.01,1.52,50.53,0.53,17.56,0.36,11.81,0.96,31.92,0.41,13.6,0,0,0.03,1.11,0.16,5.39,0,0,0,0,1.52,50.53,0.53,17.53,0.56,18.67,0.03,1.13,0,0,0.93,30.81,0.93,30.81,0,0,0,0,1.53,50.83056478,-0.01,-0.30056478,1.99,66.11295681,-0.47,-15.58295681,1.61,53.48837209,-0.09,-2.95837209,UTC_BlockPly_2020_950,{3B9872E9-2E00-4874-BD56-3A9D90BD6156},0,0
44,11,001,001600,4021,110010016004021,Block 4021,G5040,S,480673,450,+38.9786299,-077.0394597,3322,118.87,118.36,116.77,98.23,0.66,0.55,0,0,0.93,0.78,0.77,0.65,0,0,0.01,0.01,0.14,0.12,0.52,0.43611389,0,0,116.77,98.66,0.65,0.55,0.67,0.57,0.02,0.01,0,0,0.91,0.77,0.91,0.77,0,0,0.52,0.44,116.44,98.37783035,0.33,0.28216965,116.26,98.22575194,0.51,0.43424806,116.12,98.10746874,0.65,0.55253126,UTC_BlockPly_2020_3322,{C86EF683-2C7B-4572-B170-BBE36DEF9B97},0,0
